company name,ticker,sector,year,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36,topic_37,topic_38,topic_39,topic_40,topic_41,topic_42,topic_43,topic_44,topic_45,topic_46,topic_47,topic_48,topic_49,topic_50,topic_51,topic_52,topic_53,topic_54,topic_55,topic_56,topic_57,topic_58,topic_59,topic_60,topic_61,topic_62,topic_63,topic_64,topic_65,topic_66,topic_67,topic_68,topic_69,topic_70,topic_71,topic_72,topic_73,topic_74,topic_75,topic_76,topic_77,topic_78,topic_79,topic_80,topic_81,topic_82,topic_83,topic_84,topic_85,topic_86,topic_87,topic_88,topic_89,topic_90,topic_91,topic_92,topic_93,topic_94,topic_95,topic_96,topic_97,topic_98,topic_99
Healthpeak Properties,PEAK,Real Estate,2022,0.000945284,0.000924133,0.000876625,0.000979703,0.000905348,0.000931901,0.000751109,0.305998636,0.001240595,0.001219394,0.000967666,0.000749622,0.00101579,0.000903574,0.001963877,0.001013103,0.00094087,0.000886821,0.000826449,0.015012456,0.361739304,0.000824323,0.000867636,0.000747038,0.000881565,0.000905625,0.001793209,0.000762953,0.000827475,0.000922294,0.003141864,0.001286018,0.001046785,0.02061598,0.088963259,0.000989681,0.000896975,0.000816852,0.000908089,0.001394365,0.000795886,0.001366332,0.000701882,0.00129248,0.013012169,0.00097762,0.000698971,0.000830691,0.001043685,0.001928225,0.00119918,0.001008689,0.000795473,0.007019982,0.000895371,0.000865437,0.000817042,0.000934444,0.001148711,0.000725778,0.000741827,0.000745805,0.000873198,0.001713666,0.010814781,0.004409815,0.003162438,0.001168583,0.020021271,0.000898024,0.002340782,0.001304388,0.004832122,0.000842799,0.016342278,0.001041983,0.000856669,0.000681423,0.009978671,0.000817508,0.000725054,0.000685193,0.009986107,0.002076651,0.000988064,0.0009412,0.000890455,0.000888671,0.003426343,0.000897482,0.006869637,0.000733689,0.000765103,0.001420811,0.000962486,0.007311227,0.0010914,0.001048031,0.000843325,0.006418749
Ryman Hospitality Properties,R,Real Estate,2014,0.001318497,0.000731856,0.000705282,0.000711266,0.000784226,0.000804807,0.034741285,0.040751209,0.000756932,0.000669294,0.00073086,0.000687195,0.000768325,0.027759833,0.000832968,0.000596258,0.000879644,0.01350878,0.001071519,0.00065345,0.076894205,0.000649524,0.248089465,0.000627586,0.000727625,0.000668155,0.129366743,0.000623269,0.000738897,0.00075245,0.000645439,0.000634534,0.000875197,0.000801939,0.000656106,0.000684423,0.000735103,0.069288098,0.000611608,0.000905066,0.000664872,0.000733666,0.001556391,0.00075785,0.069827019,0.001980716,0.000623377,0.000638052,0.005552303,0.000689754,0.043568516,0.000658688,0.000642323,0.005283401,0.000836158,0.000800454,0.000662634,0.000787523,0.0008247,0.0068477,0.00070375,0.00339771,0.001352054,0.000745244,0.000622044,0.000891174,0.000962572,0.010690229,0.057760034,0.000696529,0.000804416,0.002689766,0.000718902,0.000641383,0.000953259,0.022781003,0.000618536,0.000549307,0.049311214,0.000729946,0.000992762,0.000759726,0.000770092,0.003742786,0.000670872,0.00108333,0.00061875,0.000924189,0.000637533,0.000603592,0.000665047,0.000721954,0.000616427,0.005271622,0.000596784,0.005958589,0.0044146,0.001506688,0.002847977,0.000602596
CBRE Group,CBRE,Real Estate,2018,0.00187787,0.001274023,0.014490819,0.002443642,0.001196464,0.001726262,0.033788559,0.001264839,0.011324104,0.001208578,0.00120006,0.00099927,0.001944105,0.001253602,0.013025977,0.003210142,0.001068692,0.001089708,0.001264308,0.062969898,0.185719562,0.001648834,0.001299991,0.001037627,0.00126951,0.001363828,0.001143452,0.001452537,0.001035262,0.001599504,0.000997386,0.099476731,0.001727692,0.001083473,0.00178277,0.001344278,0.001061601,0.001158955,0.001214061,0.050439121,0.013658181,0.00166406,0.004651721,0.005498346,0.001315743,0.001106422,0.000941918,0.001578464,0.002755299,0.005705996,0.001058708,0.001222266,0.001515234,0.001656664,0.007986702,0.11623919,0.001328244,0.004016601,0.001181032,0.001773833,0.00116663,0.004433557,0.000984471,0.001673628,0.00114978,0.03031515,0.0011334,0.001133813,0.001452141,0.001260119,0.001192062,0.001349134,0.001457032,0.002391147,0.001160193,0.001220707,0.001036912,0.001774159,0.00113631,0.001033188,0.001393903,0.000987456,0.00106025,0.071704255,0.005134568,0.001095334,0.001141566,0.036230667,0.054482626,0.000960335,0.001001258,0.001346856,0.001060936,0.025459262,0.005686006,0.003872756,0.001294533,0.020140867,0.001402205,0.012759107
Extra Space Storage,EXR,Real Estate,2021,0.001227714,0.00115427,0.001111685,0.046491469,0.001218176,0.001228868,0.001129427,0.571046747,0.027725384,0.009894455,0.00118692,0.000991996,0.00129154,0.001381816,0.001899474,0.003615008,0.001444386,0.001144699,0.00112036,0.001659575,0.053489836,0.001235165,0.001140634,0.001003714,0.001037662,0.001047805,0.001249759,0.001099013,0.001258171,0.001063593,0.005189899,0.002651143,0.001102388,0.001402367,0.001177414,0.001164518,0.001077785,0.001055506,0.001091103,0.007345617,0.001061143,0.00137249,0.002867568,0.001758873,0.00104847,0.001836209,0.001101326,0.001015157,0.001208539,0.001495169,0.003407842,0.001879475,0.001129342,0.006327495,0.00729721,0.001110462,0.001106035,0.001280079,0.00131924,0.00311477,0.001914487,0.001046289,0.001933491,0.002772571,0.006212772,0.001363922,0.00110052,0.002223362,0.002876015,0.00109705,0.046251976,0.001163056,0.001124784,0.001258688,0.001204836,0.0012274,0.033176911,0.000937,0.001048039,0.001139757,0.001093997,0.001019941,0.001464463,0.001057206,0.001536384,0.001039238,0.001258364,0.001160446,0.001231237,0.001034443,0.059673277,0.001065616,0.001053194,0.001087396,0.001040202,0.001035362,0.001129073,0.001005809,0.001135588,0.001221885
Healthpeak Properties,PEAK,Real Estate,2019,0.000866234,0.000871566,0.000785605,0.000834422,0.000866081,0.000882957,0.000747348,0.007760629,0.005695488,0.004888893,0.000790277,0.000760519,0.000792238,0.000889419,0.001241762,0.001948261,0.000971921,0.000765287,0.000868294,0.01505269,0.428704133,0.000758987,0.000855842,0.000725536,0.000912388,0.001787293,0.000959661,0.000872035,0.000833251,0.000814458,0.003576809,0.001861539,0.000950512,0.164308666,0.145327577,0.000780799,0.000789514,0.000782097,0.000976786,0.034882641,0.000962146,0.000910428,0.000684407,0.001067464,0.000873653,0.001159872,0.000732931,0.004403515,0.000762207,0.000862949,0.000824205,0.004384115,0.000913547,0.000825685,0.01780574,0.004568988,0.001327688,0.000812692,0.000847097,0.000731301,0.001104885,0.000724142,0.000808969,0.001152458,0.000790123,0.000887365,0.000799867,0.000823948,0.000784884,0.000826432,0.000822025,0.00095677,0.000820332,0.000736222,0.000941848,0.000791494,0.007237234,0.00495055,0.002412609,0.000818123,0.000783141,0.00070499,0.007685583,0.037170057,0.001008015,0.000936772,0.000737316,0.00086439,0.000818563,0.000735156,0.000813439,0.01775813,0.000746277,0.000832691,0.004063703,0.003570164,0.0007582,0.003531127,0.00100927,0.001081694
Kimco Realty,KIM,Real Estate,2020,0.000701377,0.001027365,0.000649944,0.00076314,0.000678613,0.000772227,0.000599632,0.060718465,0.001851057,0.000737588,0.01540004,0.000705509,0.000885138,0.000699153,0.001059253,0.000991017,0.000818001,0.000807944,0.000775362,0.017956884,0.514043932,0.000994419,0.00123624,0.000903439,0.001062889,0.000745057,0.017507533,0.000914077,0.000720141,0.001169479,0.005285201,0.00093767,0.000669808,0.001126183,0.001902958,0.00087652,0.000638398,0.002183106,0.002075983,0.000692174,0.001005696,0.000646166,0.000561422,0.000860262,0.00098282,0.000988634,0.000577935,0.000645371,0.000707498,0.000927993,0.001240689,0.000767225,0.001096625,0.000685697,0.000828581,0.000621731,0.000819562,0.000895854,0.000747165,0.00098002,0.000695247,0.000563715,0.00066723,0.016898374,0.110694165,0.000743723,0.000618956,0.034698864,0.006454221,0.000710356,0.052660406,0.000709451,0.00078207,0.000665766,0.000741434,0.018343562,0.000621647,0.007558985,0.000591333,0.000668611,0.000790204,0.000691941,0.000762687,0.002879789,0.001232165,0.001182423,0.000588375,0.005537835,0.000677937,0.000568489,0.029619631,0.000681057,0.000671753,0.0126151,0.000597119,0.000841582,0.000895096,0.000690129,0.000699743,0.000818967
American Tower,AMT,Real Estate,2023,0.001238465,0.000829616,0.000906698,0.024367906,0.000875085,0.05231617,0.080375447,0.002008741,0.00087821,0.000740427,0.000777799,0.000708192,0.000836151,0.000787308,0.000975943,0.000736439,0.001840519,0.001146006,0.000973696,0.013785622,0.077368329,0.00077907,0.001027517,0.002538288,0.002688013,0.000781158,0.001100981,0.001281055,0.000802997,0.000749914,0.006190021,0.049106743,0.000843095,0.000744275,0.000852972,0.000805685,0.000802643,0.000742892,0.000786388,0.000845946,0.006850799,0.000842897,0.000612002,0.000881764,0.000829358,0.110591226,0.000682438,0.00071075,0.008672432,0.003637078,0.000749032,0.000860094,0.010214776,0.000820009,0.000899343,0.000807721,0.000988799,0.000894921,0.02103165,0.016822529,0.004713683,0.000650927,0.000857886,0.006253745,0.000772955,0.000973394,0.000917874,0.055346436,0.000946382,0.00081329,0.000750809,0.003802403,0.001651152,0.000953881,0.038699563,0.000811833,0.090108294,0.008920073,0.000725261,0.000724691,0.00158511,0.000717766,0.014293078,0.000753498,0.029301322,0.017534864,0.000688186,0.085055218,0.000699997,0.000673144,0.000681097,0.007269412,0.000698467,0.00113112,0.000999786,0.000995788,0.000753494,0.000777563,0.000850601,0.08880392
SL Green Realty Corp.,SLG,Real Estate,2019,0.001461933,0.001465698,0.001264047,0.046560816,0.001403805,0.001504661,0.001262405,0.008902988,0.011471956,0.001844101,0.00160067,0.001225069,0.001233867,0.001351048,0.003537436,0.001218388,0.00169218,0.001393845,0.001375168,0.01495403,0.630696316,0.001411481,0.001495361,0.001274421,0.001207244,0.001372276,0.001679679,0.001578344,0.005153972,0.00132338,0.001250483,0.001245116,0.036535723,0.001281841,0.001430988,0.001293366,0.001261685,0.001287446,0.002562996,0.0016627,0.001499322,0.006401995,0.001130365,0.001769033,0.001319671,0.001517394,0.001211986,0.005779336,0.001439444,0.002459455,0.001216252,0.0018023,0.001450579,0.005685606,0.001840306,0.001629063,0.001407642,0.001468426,0.001284165,0.001434982,0.001268819,0.007802436,0.00150404,0.001564768,0.001371629,0.00165362,0.00150804,0.00187762,0.001325528,0.001313244,0.001331514,0.00133272,0.001472923,0.001330278,0.002032166,0.001636885,0.001433315,0.001150557,0.001658661,0.001293451,0.001432019,0.00128947,0.002790686,0.0013596,0.07370691,0.00162971,0.001326385,0.001393008,0.001486566,0.001263624,0.001252153,0.001341245,0.001452215,0.015417593,0.001431881,0.001361634,0.001979722,0.001798603,0.001615861,0.001332646
Public Storage,PSA,Real Estate,2021,0.001191685,0.002598213,0.001008718,0.001028442,0.001124403,0.001447242,0.001107198,0.564491553,0.001056967,0.00143815,0.016719466,0.000928738,0.001039994,0.001040039,0.032150428,0.003167079,0.001385294,0.000997025,0.015318245,0.001693255,0.06601843,0.001937643,0.001007222,0.000974819,0.00157931,0.001601056,0.001572445,0.00267479,0.001720282,0.002323606,0.000960162,0.000969222,0.001229637,0.001031359,0.001308295,0.001362324,0.001406698,0.001227037,0.001365121,0.001911012,0.001266301,0.001866998,0.000925985,0.001113704,0.001059941,0.001335099,0.000911321,0.009625406,0.001217624,0.010334092,0.00127721,0.001020793,0.001221072,0.000902633,0.001596735,0.00098204,0.019596015,0.001258714,0.001145653,0.0010325,0.001208161,0.00099985,0.001034918,0.007686878,0.021663138,0.001214607,0.001236602,0.001309906,0.001459832,0.00126291,0.016959801,0.001085629,0.001757074,0.001204698,0.000997785,0.015319343,0.05572,0.000761603,0.000878584,0.009586829,0.000997157,0.000897261,0.001275179,0.0008866,0.003628628,0.001124111,0.000927351,0.001404206,0.000982637,0.000918808,0.001954329,0.026944338,0.001496885,0.001055959,0.001370091,0.001024926,0.001951296,0.000876728,0.00113804,0.000994885
Host Hotels & Resorts,HST,Real Estate,2022,0.00150162,0.00114004,0.001012527,0.001213652,0.013571561,0.001166887,0.001114907,0.098944002,0.001525599,0.001192191,0.001020965,0.000992933,0.001028975,0.00114258,0.000980955,0.000996644,0.001185748,0.010397574,0.000990138,0.000980038,0.001100824,0.001062008,0.001052934,0.001008011,0.000993843,0.001013155,0.020277703,0.001193877,0.063744117,0.001273507,0.012268966,0.102656116,0.001105509,0.001247136,0.000958172,0.00111787,0.001111852,0.001012034,0.000995534,0.002268377,0.001041508,0.000996216,0.00100971,0.012090743,0.001442642,0.001027011,0.00099035,0.000933989,0.043193558,0.001284776,0.000969954,0.00584645,0.000991989,0.001342772,0.001008301,0.001014616,0.000960139,0.001158704,0.001063036,0.010663484,0.000981463,0.000939599,0.000984961,0.00126761,0.013088392,0.001510525,0.001207249,0.011097879,0.002135948,0.001350992,0.001205689,0.000999898,0.001471132,0.001089841,0.030591415,0.001344709,0.001947036,0.001294077,0.001322555,0.001081923,0.000971,0.000851386,0.018735181,0.001038388,0.407613728,0.00092927,0.002562042,0.001098699,0.000959404,0.001060105,0.000972497,0.000939501,0.000879945,0.009659362,0.000966806,0.001048092,0.000978221,0.001199531,0.000997043,0.021035877
Iron Mountain,IRM,Real Estate,2020,0.000986089,0.001148472,0.001585755,0.000828838,0.032028051,0.00099142,0.045765378,0.001061563,0.000826344,0.000854842,0.001852857,0.00075397,0.000860585,0.001032156,0.000857072,0.000767802,0.000890642,0.000920859,0.008186843,0.000992484,0.045919499,0.001338846,0.000974763,0.000816435,0.003236941,0.001077019,0.000940971,0.00104257,0.003797849,0.001733697,0.003968864,0.130671334,0.000845846,0.008326999,0.001235001,0.001015333,0.000887237,0.000851453,0.016658814,0.001020815,0.000933632,0.00155386,0.000674737,0.000839741,0.014718355,0.003967867,0.000775379,0.000770105,0.017616041,0.001007527,0.004698471,0.006377378,0.00102514,0.000849924,0.001142793,0.004658378,0.011420477,0.000938647,0.001189867,0.001622728,0.020076209,0.000699685,0.000887804,0.001826154,0.075223122,0.001961667,0.000828243,0.000878221,0.020719024,0.005358758,0.007567223,0.000968064,0.001104542,0.00079828,0.00162245,0.000926207,0.365717512,0.000865294,0.000965817,0.000933951,0.00115643,0.001402728,0.008390163,0.013752395,0.000909199,0.002328783,0.000881216,0.02226065,0.000852104,0.000769233,0.001482073,0.000906202,0.001015028,0.003698335,0.000867178,0.00130519,0.000940462,0.001037131,0.000921931,0.018861987
Equinix,EQIX,Real Estate,2022,0.001154633,0.001139559,0.000825811,0.000874069,0.508141894,0.01885408,0.002370762,0.0115461,0.012414652,0.001434031,0.000992449,0.000701652,0.008545155,0.000917488,0.002527093,0.00069547,0.001057283,0.001263558,0.005146659,0.005734952,0.002507807,0.051746439,0.00092254,0.00277327,0.000748404,0.002789262,0.000856535,0.000763322,0.00081402,0.000996497,0.000892793,0.067765172,0.001036942,0.000694362,0.001025179,0.000789068,0.000980912,0.000808118,0.001011092,0.001282625,0.001332804,0.006915157,0.000712758,0.00255894,0.00134863,0.001636497,0.000664105,0.000777787,0.000807628,0.001186633,0.001837894,0.013911665,0.06083608,0.000956193,0.000956116,0.004607482,0.007633999,0.001138508,0.000776631,0.000863601,0.0104358,0.003040131,0.000987113,0.03253917,0.015649422,0.000913938,0.001024035,0.001041839,0.022269292,0.001085194,0.000901958,0.000885086,0.00087942,0.000884228,0.000986389,0.001968831,0.003897707,0.003277265,0.001734217,0.000767329,0.000906974,0.000781225,0.004713091,0.024849342,0.000900665,0.000882871,0.000739681,0.000908074,0.000754798,0.000670057,0.000759137,0.000774359,0.000701629,0.005562694,0.000700007,0.001402709,0.00235493,0.00090514,0.002714358,0.003849085
Realty Income,O,Real Estate,2016,0.001070128,0.000984381,0.000967105,0.001338325,0.000965745,0.000965006,0.000912094,0.023895508,0.030705871,0.009237676,0.010057059,0.001005226,0.00093946,0.00107931,0.002619947,0.001157631,0.009080549,0.001070433,0.001038763,0.00110953,0.525413942,0.001578815,0.001277575,0.000895439,0.003143125,0.00102031,0.019647151,0.00113375,0.001074269,0.003034075,0.003659918,0.011725127,0.001012989,0.047526519,0.00100903,0.000923471,0.00112522,0.000961526,0.001318373,0.04186087,0.001089619,0.012197059,0.000908032,0.002169832,0.000950828,0.000996936,0.00093233,0.000914904,0.001050673,0.001382995,0.028253869,0.001065431,0.000972193,0.00123517,0.001000804,0.001018699,0.000969633,0.000959676,0.001808186,0.019003353,0.001034554,0.000850568,0.007188511,0.001998413,0.00098785,0.00164613,0.000997914,0.010700438,0.0009875,0.001025744,0.001937798,0.001114085,0.001224655,0.000979108,0.019949632,0.001060258,0.001004778,0.00121163,0.001887543,0.000962627,0.001033192,0.000914177,0.011055316,0.000879015,0.016019298,0.000961402,0.00115725,0.001027462,0.000946227,0.000944875,0.025925483,0.000993739,0.000987203,0.003357814,0.001016518,0.003087044,0.001171329,0.018299565,0.001346231,0.001705663
Prologis,PLD,Real Estate,2024,0.00082546,0.002327003,0.000728561,0.060768942,0.000928092,0.00096295,0.00076088,0.338680316,0.000876908,0.000922385,0.00096364,0.01329787,0.000884959,0.000934996,0.000839583,0.002708763,0.000931121,0.000963895,0.000760031,0.011677098,0.152858155,0.000878853,0.001016409,0.000823304,0.000752175,0.000826475,0.001080987,0.000808886,0.000810013,0.001003614,0.002729462,0.000931446,0.001423683,0.000741572,0.000854414,0.000917225,0.000908895,0.007870658,0.000896788,0.011233732,0.000811753,0.000749127,0.000688075,0.00095497,0.000885629,0.000965468,0.000822181,0.004017038,0.000861977,0.032154028,0.000910216,0.000868211,0.002112008,0.000731343,0.001049887,0.0007754,0.000842711,0.001097262,0.00293239,0.000980892,0.00090567,0.000769078,0.000957423,0.001107693,0.00869023,0.000829429,0.00121026,0.000895138,0.003288509,0.000921314,0.000830278,0.000821387,0.013393028,0.039148142,0.000983478,0.001024376,0.064834541,0.000892566,0.003239339,0.000811456,0.002066818,0.003663252,0.004979111,0.112888639,0.000927248,0.002742686,0.002439689,0.007032061,0.000822472,0.000718241,0.00077867,0.012997746,0.000758086,0.008801502,0.000795981,0.001031094,0.002158777,0.000885913,0.000878755,0.000759156
Simon Property Group,SPG,Real Estate,2022,0.001317179,0.001195601,0.001164301,0.060303374,0.000995093,0.001058006,0.003736197,0.010415509,0.00132353,0.004294412,0.002020158,0.001218718,0.012624943,0.001180825,0.010036483,0.001043538,0.001271233,0.001046093,0.001149761,0.001684887,0.463320798,0.001973478,0.00228689,0.000998504,0.001102431,0.037570298,0.001400323,0.001125428,0.001170421,0.001695194,0.001216678,0.007588955,0.001320394,0.001234216,0.000991407,0.001095171,0.001260268,0.002568329,0.001246865,0.026197206,0.001372737,0.001786059,0.001318065,0.002125757,0.001790397,0.001074492,0.000996691,0.001150312,0.001071578,0.001467745,0.003131441,0.001080342,0.001200915,0.000962143,0.001600305,0.001032528,0.00101045,0.001113151,0.001647766,0.00216504,0.001131864,0.007229015,0.001151474,0.006632248,0.028587969,0.001245795,0.001514911,0.02530713,0.015183439,0.004490623,0.001770519,0.001019333,0.001141498,0.001318323,0.004458213,0.001061313,0.003557923,0.000855695,0.000984035,0.00100785,0.001064039,0.001031975,0.003513191,0.00473465,0.04143446,0.001010087,0.003117486,0.001111857,0.001329259,0.001024677,0.045579675,0.030958272,0.000987219,0.010733941,0.000963785,0.006979295,0.00101971,0.011649759,0.001186459,0.015380029
Federal Realty Investment Trust,FRT,Real Estate,2023,0.000833831,0.009665156,0.000802137,0.00091421,0.000850852,0.000986808,0.000756796,0.217238467,0.006418688,0.001282012,0.001628414,0.000815415,0.002398135,0.000865059,0.001266627,0.000791364,0.00263434,0.000848745,0.000920252,0.000931545,0.542649948,0.001062214,0.000985712,0.000729966,0.000826859,0.000867777,0.000880681,0.000934376,0.00085829,0.001603646,0.003720589,0.002548862,0.000865863,0.00077792,0.002473275,0.000749815,0.000826787,0.00072913,0.001017587,0.010812497,0.00081074,0.001098196,0.000644531,0.024910181,0.000923427,0.000820898,0.000737684,0.000732324,0.023323915,0.012403108,0.000707026,0.000786296,0.003149205,0.000772766,0.000832735,0.000823667,0.002589421,0.000778794,0.005969059,0.000799239,0.000790846,0.01898624,0.000773639,0.010841499,0.006206071,0.000913719,0.000944094,0.001879175,0.00151786,0.000826122,0.001625837,0.000820395,0.000819778,0.000844687,0.005078147,0.000923656,0.000753628,0.000964775,0.012465577,0.000782723,0.000787436,0.000781062,0.000828123,0.000700781,0.001521541,0.000863503,0.000784096,0.000874017,0.000760629,0.000733546,0.002262093,0.000792382,0.000820928,0.001386424,0.000798583,0.000813765,0.000808762,0.000800648,0.000914117,0.000825235
Kimco Realty,KIM,Real Estate,2016,0.001267095,0.001080539,0.01468774,0.000936113,0.000847545,0.001060095,0.002648726,0.055056143,0.00116233,0.001072639,0.000766886,0.000841031,0.000886712,0.001388306,0.000784838,0.001798093,0.00088811,0.001128706,0.0009965,0.011224255,0.603833467,0.000999389,0.000971973,0.000800243,0.000862833,0.001221298,0.000855166,0.006175994,0.000920404,0.001145806,0.001061324,0.010613475,0.011151099,0.000784918,0.005874865,0.000745753,0.000829125,0.003040099,0.002499661,0.001010883,0.001390797,0.001007947,0.001121644,0.000843872,0.004728958,0.001860181,0.000824809,0.000788583,0.000852363,0.001782165,0.003145286,0.00076057,0.000734764,0.001259973,0.007249452,0.000790996,0.000802966,0.000938915,0.00099983,0.000813327,0.000869816,0.000920756,0.00103392,0.001108448,0.000860763,0.013242889,0.000763681,0.042043204,0.00096992,0.001107745,0.001522024,0.000897709,0.000923429,0.001101128,0.001422638,0.00091041,0.000788162,0.001913258,0.011063566,0.000822569,0.000835395,0.001184434,0.001297831,0.001475921,0.001104951,0.000876355,0.00597341,0.001020227,0.004629991,0.000720433,0.045522344,0.000921691,0.005491622,0.01268206,0.004713505,0.017392288,0.000823051,0.001599072,0.000764026,0.018067779
Crown Castle,CCI,Real Estate,2020,0.000613083,0.000827783,0.00110738,0.000583458,0.000602149,0.000730136,0.000601596,0.001258447,0.000572052,0.000603211,0.002500467,0.000588223,0.000618438,0.000622695,0.000836728,0.000541423,0.003458077,0.000562475,0.001135467,0.000656418,0.000968892,0.000573281,0.000609901,0.000567942,0.000570686,0.000596836,0.000642511,0.001174171,0.003038187,0.000772798,0.000589748,0.000764833,0.000590883,0.000581376,0.000611743,0.000658963,0.000578641,0.000593548,0.004571163,0.000585846,0.000838561,0.000789816,0.000521493,0.000583842,0.00059802,0.902894768,0.000557684,0.000574718,0.001347125,0.001466185,0.000531107,0.000652839,0.000573115,0.000538411,0.008526013,0.000607369,0.000775415,0.000610106,0.000678178,0.000523069,0.000528431,0.002076019,0.000610021,0.000769873,0.000982491,0.001102942,0.000602297,0.00079216,0.000616305,0.000602342,0.00060707,0.000595005,0.000642549,0.000630607,0.000698127,0.000629373,0.000596361,0.002722172,0.000570918,0.000569647,0.000560636,0.00063156,0.000668972,0.002447227,0.000935464,0.000780721,0.000608547,0.000785254,0.000582346,0.000531325,0.000588901,0.000576502,0.000676917,0.004434552,0.002040658,0.00054729,0.000620296,0.000506591,0.00075983,0.000922213
Vornado Realty Trust,VNO,Real Estate,2021,0.000714113,0.000792974,0.000717678,0.000786179,0.006329879,0.000773535,0.000699055,0.001080026,0.002780677,0.001023745,0.003183418,0.000687123,0.000841714,0.001078042,0.000837411,0.001568832,0.000813382,0.000759218,0.000998201,0.001258284,0.791719322,0.000799916,0.000782467,0.00078684,0.000840961,0.000833738,0.000890852,0.000792503,0.00665964,0.001029124,0.004010479,0.00075074,0.001081327,0.00073272,0.000913354,0.000736211,0.000801014,0.000986647,0.008870715,0.002721202,0.000759062,0.003248065,0.002105445,0.001054832,0.000772652,0.000744148,0.000704191,0.000930452,0.002518017,0.001116955,0.000696349,0.000743323,0.00071878,0.000783361,0.000890627,0.00269828,0.000918882,0.000960214,0.000897218,0.000837086,0.000707564,0.010230026,0.000839683,0.001158568,0.063424959,0.000776382,0.000708032,0.007131497,0.004157708,0.000839044,0.000759762,0.000743845,0.000945507,0.00068556,0.000927086,0.000839561,0.00071759,0.000638447,0.000804057,0.000715515,0.000756644,0.000706936,0.00089915,0.000657192,0.001482355,0.001178901,0.00493881,0.000790549,0.000737328,0.000696101,0.000804859,0.000847813,0.000753377,0.003681083,0.000791369,0.000802722,0.000800422,0.000922462,0.000724451,0.000715893
Apartment Investment & Management,AIV,Real Estate,2018,0.001780944,0.001454513,0.001467682,0.001656557,0.001477452,0.001644709,0.001331554,0.525607151,0.001544135,0.001654712,0.001731035,0.00134145,0.00132944,0.001597511,0.002406965,0.001420759,0.001628699,0.001392689,0.001406966,0.002361629,0.007667401,0.001723756,0.001555654,0.001385993,0.001538972,0.001362417,0.03351767,0.001816108,0.001441458,0.002059221,0.001417465,0.001401373,0.004466279,0.001559224,0.002945956,0.001559769,0.001440651,0.001407415,0.001466278,0.024883189,0.001335368,0.002067294,0.003571262,0.001656329,0.00145783,0.001421472,0.001398514,0.001441961,0.001537463,0.008976949,0.001396066,0.007611111,0.001339265,0.001447616,0.001733465,0.001650165,0.001556234,0.001533992,0.001549806,0.001676371,0.001401462,0.001871077,0.002098665,0.00360354,0.001444681,0.00163743,0.00152144,0.041463132,0.0024432,0.001366822,0.00155691,0.001911689,0.001836371,0.001477638,0.002128451,0.001662454,0.00151926,0.009480988,0.025476646,0.001610553,0.002409681,0.001439428,0.007594035,0.003509814,0.040165841,0.00145989,0.006007283,0.001741141,0.001332825,0.001324454,0.001382619,0.001565562,0.001314851,0.023874743,0.001725923,0.01581852,0.001496624,0.007403382,0.001539844,0.070169802
Equinix,EQIX,Real Estate,2016,0.000733934,0.000660167,0.001028536,0.000664181,0.401463092,0.000753006,0.030109317,0.001005322,0.000826709,0.000839299,0.000869285,0.000631242,0.00327986,0.000730918,0.000744569,0.000606763,0.000808609,0.000665616,0.039568725,0.000855217,0.003911749,0.000723138,0.000760793,0.000584027,0.000588586,0.001323814,0.001205617,0.000654711,0.000648777,0.000892262,0.000618316,0.053234077,0.00070786,0.000642959,0.000670101,0.000725405,0.000615453,0.000619256,0.016116713,0.000908778,0.000759441,0.000985669,0.003448314,0.000944121,0.000664768,0.008681098,0.000643436,0.000752677,0.000652072,0.001239808,0.005801805,0.000682477,0.15639736,0.000593066,0.000907534,0.000675989,0.000870604,0.000640794,0.000713995,0.002722892,0.003466685,0.000834972,0.001321584,0.010233973,0.000582444,0.064529253,0.000670538,0.000808898,0.000610486,0.001486187,0.004435746,0.004366642,0.00070378,0.004815707,0.003615004,0.000831733,0.036689989,0.003886562,0.023334341,0.000605115,0.000771505,0.000675988,0.001197787,0.00061771,0.000935291,0.003988461,0.002854475,0.036707771,0.000745446,0.00056584,0.00281525,0.002242779,0.004264914,0.004212743,0.000623525,0.000662458,0.000658427,0.000949097,0.003874228,0.001031987
